14:38:6		117
14:38:6		117
14:38:6		116
14:38:7		115
14:38:7		115
14:38:7		115
14:38:7		115
14:38:7		116
14:38:7		117
14:38:7		115
14:38:7		115
14:38:7		116
14:38:7		117
14:38:7		116
14:38:7		116
14:38:7		116
14:38:7		116
14:38:7		115
14:38:7		117
14:38:8		116
14:38:8		116
14:38:8		115
14:38:8		115
14:38:8		116
14:38:8		118
14:38:8		116
14:38:8		116
14:38:8		116
14:38:8		116
14:38:8		118
14:38:8		115
14:38:8		115
14:38:8		114
14:38:8		115
14:38:8		116
14:38:9		116
14:38:9		115
14:38:9		116
14:38:9		116
14:38:9		115
14:38:9		115
14:38:9		116
14:38:9		114
14:38:9		115
14:38:9		114
14:38:9		115
14:38:9		115
14:38:9		115
14:38:9		116
14:38:9		114
14:38:9		116
14:38:10		116
14:38:10		115
14:38:10		114
14:38:10		115
14:38:10		115
14:38:10		114
14:38:10		114
14:38:10		116
14:38:10		116
14:38:10		115
14:38:10		114
14:38:10		114
14:38:10		115
14:38:10		115
14:38:10		115
14:38:10		115
14:38:11		114
14:38:11		115
14:38:11		115
14:38:11		114
14:38:11		114
14:38:11		114
14:38:11		115
14:38:11		116
14:38:11		114
14:38:11		115
14:38:11		116
14:38:11		115
14:38:11		115
14:38:11		114
14:38:11		115
14:38:11		115
14:38:12		116
14:38:12		115
14:38:12		116
14:38:12		116
14:38:12		115
14:38:12		115
14:38:12		115
14:38:12		115
14:38:12		114
14:38:12		115
14:38:12		116
14:38:12		116
14:38:12		115
14:38:12		115
14:38:12		114
14:38:12		114
14:38:13		116
14:38:13		115
14:38:13		115
14:38:13		114
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		115
14:38:13		114
14:38:13		114
14:38:13		115
14:38:13		115
14:38:13		115
14:38:14		116
14:38:14		115
14:38:14		114
14:38:14		115
14:38:14		115
14:38:14		116
14:38:14		115
14:38:14		115
14:38:14		115
14:38:14		114
14:38:14		116
14:38:14		115
14:38:14		115
14:38:14		115
14:38:14		115
14:38:15		114
14:38:15		114
14:38:15		115
14:38:15		114
14:38:15		115
14:38:15		115
14:38:15		115
14:38:15		115
14:38:15		114
14:38:15		116
14:38:15		115
14:38:15		116
14:38:15		115
14:38:15		115
14:38:15		116
14:38:15		116
14:38:16		116
14:38:16		115
14:38:16		115
14:38:16		116
14:38:16		116
14:38:16		116
14:38:16		115
14:38:16		114
14:38:16		115
14:38:16		116
14:38:16		114
14:38:16		114
14:38:16		115
14:38:16		114
14:38:16		114
14:38:16		116
14:38:16		115
14:38:17		114
14:38:17		115
14:38:17		114
14:38:17		115
14:38:17		116
14:38:17		115
14:38:17		116
14:38:17		116
14:38:17		116
14:38:17		116
14:38:17		115
14:38:17		114
14:38:17		115
14:38:17		115
14:38:17		115
